date,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,off_market_in_two_weeks,city,zipcode,year,bank,bus,hospital,mall,park,restaurant,school,station,supermarket,Total Population,Median Age,Per Capita Income,Total Families Below Poverty,Total Housing Units,Median Rent,Median Home Value,Total Labor Force,Unemployed Population,Total School Age Population,Total School Enrollment,Median Commute Time,price,city_full
2021-03-31,300000.0,299900.0,126.98713096139288,134.72596585804132,261.0,243.0,230.0,56.0,13.0,0.9963482870183988,0.2988505747126437,0.6296296296296297,ATL,30265,2021,4.0,0.0,2.0,1.0,5.0,15.0,8.0,0.0,5.0,34596.0,40.7,42146.0,34401.0,13691.0,1359.0,233200.0,18322.0,548.0,33608.0,33608.0,15523.0,285829.92342568864,Atlanta-Sandy Springs-Alpharetta
2021-08-31,875000.0,237900.0,563.7886597938144,126.1904761904762,1.0,5.0,9.0,8.0,232.0,1.0,0.0,0.2,ATL,30293,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2482.0,57.5,21615.0,2482.0,1354.0,748.0,83900.0,911.0,14.0,2392.0,2392.0,839.0,128985.7830856915,Atlanta-Sandy Springs-Alpharetta
2014-05-31,95000.0,114900.0,44.55709711846318,50.589777195281776,121.0,202.0,176.0,184.0,63.0,0.9777046710664926,0.3884297520661156,0.292079207920792,ATL,30294,2014,0.0,0.0,2.0,1.0,18.0,8.0,22.0,0.0,2.0,38015.0,35.2,23748.0,37882.0,14113.0,1118.0,128100.0,20870.0,2827.0,36058.0,36058.0,17129.0,97105.7457571178,Atlanta-Sandy Springs-Alpharetta
2019-12-31,397000.0,463950.0,231.02310231023105,241.3972888425444,107.0,105.0,146.0,147.0,51.0,0.9678290499845704,0.1495327102803738,0.219047619047619,ATL,30317,2019,30.0,1.0,9.0,8.0,169.0,247.0,81.0,5.0,21.0,13737.0,36.4,40246.0,13677.0,6550.0,979.0,303000.0,7796.0,479.0,12934.0,12934.0,6461.0,402785.3138983101,Atlanta-Sandy Springs-Alpharetta
2015-04-30,400000.0,295000.0,273.81092190252497,272.63374485596705,61.0,90.0,109.0,119.0,65.5,0.9556987291500684,0.0163934426229508,0.1888888888888888,ATL,30326,2015,18.0,0.0,16.0,3.0,67.0,111.0,44.0,1.0,18.0,5895.0,34.4,58731.0,5895.0,4055.0,1484.0,276400.0,3709.0,121.0,5828.0,5828.0,3354.0,338182.04957466474,Atlanta-Sandy Springs-Alpharetta
2023-08-31,399900.0,489900.0,357.8287909273825,392.9133858267717,40.0,45.0,81.0,73.0,43.5,0.972710627565452,0.025,0.1555555555555555,ATL,30326,2023,32.0,0.0,4.0,5.0,87.0,183.0,41.0,5.0,29.0,8379.0,34.0,99743.0,8379.0,6062.0,2064.0,464300.0,6043.0,243.0,8324.0,8324.0,4140.0,428367.6163329843,Atlanta-Sandy Springs-Alpharetta
2020-01-31,286097.0,300000.0,122.52763567221832,129.1530944625407,218.0,258.0,289.0,259.0,37.0,0.9783990560008576,0.1192660550458715,0.313953488372093,ATL,30518,2020,12.0,0.0,0.0,0.0,17.0,26.0,8.0,0.0,5.0,53780.0,36.4,32344.0,53595.0,18121.0,1160.0,244500.0,27461.0,915.0,51981.0,51981.0,24172.0,282921.29907096265,Atlanta-Sandy Springs-Alpharetta
2015-06-30,163000.0,259900.0,97.05,115.71993271656856,31.0,31.0,55.0,102.0,155.0,0.94408496248592,0.1290322580645161,0.0,ATL,30650,2015,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1.0,11729.0,39.2,24288.0,11545.0,4684.0,955.0,173700.0,5363.0,482.0,11308.0,11308.0,4652.0,184089.9683682002,Atlanta-Sandy Springs-Alpharetta
2023-03-31,434290.0,390950.0,207.3294898470312,206.03362391033625,214.0,286.0,281.0,228.0,72.0,0.9724109875175894,0.1682242990654205,0.2482517482517482,ATX,78610,2023,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44410.0,35.8,45256.0,44366.0,16505.0,1540.0,346700.0,24100.0,723.0,42728.0,42728.0,19982.0,425121.65213123336,Austin-Round Rock-Georgetown
2013-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATX,78632,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,54.1,26491.0,864.0,551.0,1003.5,130100.0,463.0,29.0,864.0,864.0,420.0,463072.1439423608,Austin-Round Rock-Georgetown
2020-04-30,250895.0,257990.0,131.84492035181142,139.2109659781288,234.0,255.0,262.0,153.0,33.0,0.9914874720893015,0.2606837606837607,0.4588235294117646,ATX,78634,2020,6.0,0.0,0.0,0.0,18.0,5.0,8.0,0.0,1.0,34447.0,34.8,30798.0,34217.0,11281.0,1420.0,203900.0,19446.0,1294.0,32496.0,32496.0,16781.0,246474.1285033732,Austin-Round Rock-Georgetown
2020-11-30,255500.0,251250.0,146.48397834656464,151.13355048859935,212.0,238.0,192.0,78.0,36.0,1.002288603380045,0.3679245283018867,0.5462184873949579,ATX,78653,2020,0.0,0.0,0.0,5.0,9.0,7.0,2.0,0.0,2.0,24313.0,32.8,25657.0,24203.0,8014.0,1447.0,187700.0,12384.0,762.0,23266.0,23266.0,10765.0,247037.6985016972,Austin-Round Rock-Georgetown
2021-01-31,650000.0,795000.0,231.70691239823168,301.53692761112893,68.0,76.0,58.0,62.0,81.0,0.9828952398380212,0.1911764705882352,0.3684210526315789,ATX,78669,2021,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,14038.0,44.7,60569.0,14023.0,6771.0,941.0,447700.0,6912.0,180.0,13351.0,13351.0,4896.0,569715.2608089024,Austin-Round Rock-Georgetown
2018-12-31,515000.0,579000.0,370.20648967551625,393.6094913413492,205.0,187.0,190.0,185.0,36.0,0.9779563706217516,0.1365853658536585,0.2566844919786096,ATX,78704,2018,30.0,2.0,6.0,1.0,116.0,329.0,119.0,4.0,20.0,47158.0,32.6,46947.0,45728.0,25815.0,1235.0,464400.0,32451.0,1119.0,45537.0,45537.0,27029.0,549687.3449015181,Austin-Round Rock-Georgetown
2017-07-31,270000.0,267450.0,326.458395889634,340.0321759399203,84.0,95.0,90.0,40.0,18.5,0.9775847127713762,0.1309523809523809,0.5157894736842105,ATX,78705,2017,19.0,2.0,14.0,1.0,112.0,308.0,123.0,8.0,18.0,32414.0,20.9,12075.0,19986.0,10016.0,1140.0,432800.0,13740.0,1279.0,32234.0,32234.0,11066.0,313048.0053309664,Austin-Round Rock-Georgetown
2012-07-31,330397.5,375000.0,116.75985995263105,117.11927582534612,42.0,49.0,59.0,34.0,13.5,0.9766750596736448,0.1428571428571428,0.4897959183673469,ATX,78726,2012,12.0,0.0,0.0,1.0,21.0,21.0,26.0,0.0,4.0,13198.0,30.5,42366.0,13145.0,6072.0,1037.0,348100.0,8495.0,366.0,12761.0,12761.0,7119.0,319797.4129896041,Austin-Round Rock-Georgetown
2017-08-31,653500.0,644000.0,234.25521832773128,229.0349037244992,66.0,65.0,66.0,58.0,32.0,0.9794589336362788,0.1212121212121212,0.3692307692307692,ATX,78730,2017,1.0,0.0,0.0,0.0,10.0,10.0,4.0,0.0,2.0,9038.0,40.1,76750.0,9038.0,4030.0,1219.0,641200.0,5212.0,208.0,8838.0,8838.0,4154.0,640263.4819347815,Austin-Round Rock-Georgetown
2014-08-31,379000.0,396090.0,131.73225554673402,137.5,132.0,109.0,171.0,151.0,38.0,0.9813149949622264,0.106060606060606,0.2935779816513761,ATX,78737,2014,1.0,1.0,2.0,0.0,1.0,3.0,6.0,0.0,0.0,13539.0,40.6,48326.0,13516.0,4660.0,1232.0,338700.0,6829.0,329.0,12819.0,12819.0,5417.0,398779.7126714143,Austin-Round Rock-Georgetown
2020-02-29,307480.0,326586.0,172.2356524980975,181.0277889477049,228.0,239.0,186.0,55.0,28.5,0.9921207085282716,0.2368421052631578,0.5062761506276151,ATX,78748,2020,14.0,0.0,3.0,0.0,45.0,14.0,39.0,0.0,6.0,51653.0,35.4,37724.0,51452.0,21415.0,1396.0,272100.0,31498.0,779.0,49125.0,49125.0,28258.0,315335.7325329416,Austin-Round Rock-Georgetown
2014-05-31,182250.0,195000.0,96.31909784348808,95.40508987621332,64.0,83.0,84.0,26.0,14.0,0.9901591082358184,0.3125,0.6144578313253011,ATX,78754,2014,3.0,0.0,1.0,0.0,11.0,7.0,11.0,0.0,3.0,15109.0,31.7,27663.0,15090.0,6502.0,997.0,163000.0,9302.0,824.0,14336.0,14336.0,8073.0,185578.2327265089,Austin-Round Rock-Georgetown
2021-06-30,451775.0,420000.0,299.3864286070348,282.7140549273021,126.0,131.0,159.0,50.0,23.0,1.0910152128002584,0.7698412698412698,0.916030534351145,ATX,78758,2021,51.0,2.0,5.0,5.0,62.0,235.0,48.0,2.0,33.0,50575.0,32.0,32818.0,50101.0,23877.0,1278.0,261300.0,31271.0,1637.0,47634.0,47634.0,25877.0,409534.90217683866,Austin-Round Rock-Georgetown
2014-12-31,265000.0,309900.0,173.57980162308385,176.23619644330506,29.0,26.0,31.0,53.0,114.0,0.972164415127906,0.1034482758620689,0.1923076923076923,BOS,1432,2014,6.0,0.0,3.0,0.0,6.0,15.0,19.0,1.0,2.0,7061.0,43.3,34502.0,6995.0,3531.0,990.0,274900.0,4041.0,468.0,6822.0,6822.0,3252.0,266981.0872832648,Boston-Cambridge-Newton
2016-05-31,305000.0,329900.0,192.92929292929293,201.1095700416089,63.0,112.0,105.0,30.0,34.0,0.9817419335698084,0.2698412698412698,0.6160714285714286,BOS,1702,2016,7.0,1.0,1.0,0.0,50.0,34.0,53.0,2.0,9.0,38573.0,34.0,27846.0,36023.0,15326.0,1164.0,298600.0,22560.0,1519.0,36612.0,36612.0,20119.0,291905.1103478198,Boston-Cambridge-Newton
2017-03-31,652000.0,699900.0,311.8764219666452,327.3397879207008,40.0,47.0,47.0,18.0,31.5,0.9929675020380118,0.25,0.6170212765957446,BOS,1730,2017,14.0,0.0,2.0,0.0,35.0,24.0,23.0,1.0,4.0,14018.0,43.3,55262.0,13709.0,5260.0,1703.0,595600.0,7332.0,365.0,13545.0,13545.0,6207.0,647879.3949994686,Boston-Cambridge-Newton
2016-08-31,731000.0,713500.0,299.31972789115645,319.25929664952434,93.0,63.0,58.0,48.0,15.0,0.9873202526698072,0.3333333333333333,0.4444444444444444,BOS,1778,2016,2.0,0.0,0.0,0.0,33.0,11.0,22.0,0.0,1.0,13562.0,46.6,72453.0,13506.0,5435.0,747.0,611500.0,6772.0,272.0,13205.0,13205.0,5510.0,665866.8240053606,Boston-Cambridge-Newton
2021-04-30,533000.0,499900.0,296.6823398424118,291.7110198702352,74.0,106.0,111.0,32.0,18.0,1.0511644113767575,0.7027027027027027,0.8962264150943396,BOS,1824,2021,12.0,1.0,3.0,0.0,51.0,52.0,55.0,1.0,8.0,25762.0,44.5,52930.0,25668.0,9910.0,1718.0,450800.0,14344.0,616.0,24977.0,24977.0,11897.0,533168.96311319,Boston-Cambridge-Newton
2015-03-31,438515.0,482640.0,260.0,283.0179245283019,53.0,76.0,79.0,58.0,94.0,0.990131165852254,0.3773584905660377,0.5263157894736841,BOS,1867,2015,19.0,0.0,0.0,1.0,41.0,47.0,58.0,4.0,6.0,24687.0,41.9,46989.0,24519.0,9551.0,1177.0,447700.0,13600.0,750.0,23881.0,23881.0,12192.0,474225.72536849097,Boston-Cambridge-Newton
2022-11-30,662500.0,669500.0,377.4083498468744,373.2435708953735,90.0,75.0,70.0,21.0,20.0,1.015518291468703,0.5777777777777777,0.52,BOS,1880,2022,37.0,0.0,1.0,1.0,60.0,137.0,52.0,1.0,14.0,27179.0,43.7,58079.0,26814.0,11399.0,1643.0,585400.0,15667.0,523.0,26236.0,26236.0,12543.0,686954.044651097,Boston-Cambridge-Newton
2022-02-28,478000.0,489000.0,310.2564102564103,317.39503507825145,89.0,68.0,54.0,22.0,24.0,1.0203923849291547,0.6404494382022472,0.5441176470588234,BOS,1902,2022,6.0,0.0,3.0,0.0,64.0,19.0,62.0,1.0,12.0,51008.0,35.5,26384.0,50605.0,19274.0,1365.0,358900.0,25703.0,1797.0,48746.0,48746.0,22433.0,433287.3523797947,Boston-Cambridge-Newton
2019-01-31,364950.0,375000.0,236.5625,243.90243902439025,62.0,66.0,58.0,23.0,16.0,1.01212994419781,0.5161290322580645,0.4090909090909091,BOS,1905,2019,4.0,0.0,1.0,0.0,49.0,12.0,63.0,1.0,7.0,25465.0,33.9,25769.0,25383.0,8725.0,1118.0,278600.0,13548.0,797.0,24342.0,24342.0,11843.0,353512.2644215876,Boston-Cambridge-Newton
2022-08-31,517000.0,485000.0,347.22222222222223,318.6260623229461,63.0,74.0,79.0,29.0,19.0,1.0442964514200508,0.7777777777777777,0.6756756756756755,BOS,1905,2022,14.0,0.0,2.0,1.0,54.0,49.0,57.0,1.0,14.0,26962.0,34.2,28505.0,26677.0,9721.0,1370.0,363200.0,14428.0,435.0,25759.0,25759.0,13123.0,491354.40219305066,Boston-Cambridge-Newton
2016-05-31,325000.0,399947.5,206.21468926553672,272.6962457337884,69.0,118.0,144.0,107.0,36.5,0.9788398994897894,0.217391304347826,0.4745762711864406,BOS,1930,2016,1.0,0.0,2.0,0.0,44.0,5.0,21.0,2.0,2.0,29399.0,47.6,37771.0,29163.0,14147.0,980.0,364000.0,16326.0,1480.0,28600.0,28600.0,13587.0,405653.1123865381,Boston-Cambridge-Newton
2022-06-30,712500.0,782450.0,371.48664554673576,351.14535433070864,54.0,71.0,76.0,33.0,20.0,1.048265774959882,0.7037037037037037,0.7605633802816901,BOS,1938,2022,4.0,0.0,0.0,0.0,8.0,6.0,10.0,1.0,2.0,13740.0,48.5,66285.0,13668.0,6071.0,1271.0,545600.0,7622.0,232.0,13386.0,13386.0,6479.0,709894.2444220218,Boston-Cambridge-Newton
2016-02-29,637500.0,650000.0,215.4154668860552,214.09214092140925,10.0,11.0,13.0,25.0,61.0,0.9807933753891848,0.2,0.1818181818181818,BOS,1983,2016,0.0,0.0,0.0,0.0,13.0,0.0,9.0,0.0,0.0,6379.0,47.4,55726.0,6257.0,2320.0,1215.5,529700.0,3356.0,123.0,6271.0,6271.0,2893.0,539227.0836688,Boston-Cambridge-Newton
2019-03-31,320000.0,349900.0,187.04920494379465,201.92998204667865,42.0,71.0,79.0,40.0,39.5,0.9928683938051744,0.2619047619047619,0.4647887323943661,BOS,2019,2019,3.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,3.0,17016.0,41.3,47005.0,16812.0,6808.0,1147.0,291400.0,10688.0,636.0,16599.0,16599.0,9494.0,337506.72209488176,Boston-Cambridge-Newton
2017-07-31,466500.0,495000.0,235.18151989298727,245.1573355128729,110.0,134.0,175.0,114.0,12.0,0.9957311065331822,0.3454545454545454,0.5522388059701492,BOS,2050,2017,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,25961.0,45.1,40594.0,25948.0,11126.0,1321.0,413600.0,14399.0,669.0,25187.0,25187.0,12911.0,434973.0695942019,Boston-Cambridge-Newton
2015-08-31,400000.0,424808.5,281.6610107865713,292.35324376664244,88.0,87.0,90.0,37.0,8.0,0.9993160008549952,0.3181818181818181,0.5402298850574712,BOS,2128,2015,16.0,1.0,25.0,1.0,255.0,151.0,173.0,38.0,12.0,44512.0,33.3,24159.0,44344.0,16500.0,1125.0,294700.0,27241.0,2907.0,42502.0,42502.0,23449.0,345825.7116222626,Boston-Cambridge-Newton
2014-05-31,586000.0,554000.0,571.7970765262253,543.8467160526491,39.0,67.0,78.0,57.0,48.0,1.0481854215918451,0.717948717948718,0.6716417910447761,BOS,2141,2014,45.0,4.0,55.0,4.0,464.0,314.0,345.0,77.0,38.0,13126.0,31.7,39241.0,12973.0,6907.0,1396.0,416800.0,8111.0,676.0,12744.0,12744.0,7034.0,507475.4177267063,Boston-Cambridge-Newton
2017-06-30,745000.0,774900.0,743.7037037037037,719.8228128460687,27.0,43.0,55.0,33.0,7.0,1.0459537669764412,0.6666666666666666,0.6511627906976744,BOS,2141,2017,70.0,3.0,20.0,5.0,505.0,576.0,281.0,82.0,53.0,13059.0,32.2,45651.0,13040.0,6939.0,1538.0,548800.0,8470.0,616.0,12595.0,12595.0,7345.0,699041.1010084547,Boston-Cambridge-Newton
2018-05-31,493500.0,472450.0,319.19208283868574,305.74955361620454,102.0,149.0,170.0,41.0,7.0,1.0537699931521385,0.7647058823529411,0.8120805369127517,BOS,2148,2018,34.0,0.0,5.0,1.0,182.0,154.0,103.0,13.0,20.0,61375.0,35.3,29766.0,61235.0,24420.0,1395.0,359400.0,34867.0,2091.0,59359.0,59359.0,31133.0,447227.0506583973,Boston-Cambridge-Newton
