date,median_sale_price,median_list_price,median_ppsf,median_list_ppsf,homes_sold,pending_sales,new_listings,inventory,median_dom,avg_sale_to_list,sold_above_list,off_market_in_two_weeks,city,zipcode,year,bank,bus,hospital,mall,park,restaurant,school,station,supermarket,Total Population,Median Age,Per Capita Income,Total Families Below Poverty,Total Housing Units,Median Rent,Median Home Value,Total Labor Force,Unemployed Population,Total School Age Population,Total School Enrollment,Median Commute Time,price,city_full
2015-06-30,1200000.0,1200000.0,564.3837977242667,595.3616346489189,101.0,124.0,166.0,127.0,25.0,1.007807409708523,0.4257425742574257,0.3306451612903225,LA,90068,2015,20.0,0.0,30.0,2.0,60.0,131.0,85.0,8.0,28.0,21943.0,38.5,70721.0,21927.0,13864.0,1443.0,958900.0,15633.0,1445.0,21402.0,21402.0,11659.0,980355.0548170228,Los Angeles-Long Beach-Anaheim
2018-11-30,137000.0,144500.0,87.71306818181817,92.40168300653592,9.0,8.0,7.0,7.0,26.0,0.947078555493816,0.2222222222222222,0.25,CHI,60146,2018,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2584.0,37.4,27692.0,2563.0,1057.0,729.0,147300.0,1362.0,123.0,2523.0,2523.0,1179.0,172740.4713814384,Chicago-Naperville-Elgin
2023-07-31,1225000.0,1198000.0,418.5022026431718,421.8938480096502,81.0,93.0,95.0,45.0,18.0,1.0052388196356767,0.419753086419753,0.4516129032258064,SAC,95746,2023,1.0,0.0,4.0,0.0,46.0,19.0,26.0,0.0,7.0,22743.0,48.0,80724.0,22627.0,8198.0,2576.0,965500.0,10366.0,396.0,22456.0,22456.0,7574.0,1083127.7937730246,Sacramento-Roseville-Folsom
2016-03-31,1565000.0,1749250.0,483.24514991181655,501.9947906740359,39.0,47.0,70.0,46.0,19.0,0.99210677996222,0.3333333333333333,0.4468085106382978,SF,94507,2016,0.0,0.0,0.0,0.0,18.0,2.0,20.0,0.0,0.0,16653.0,46.6,78931.0,16634.0,5820.0,2892.0,1303900.0,7486.0,374.0,16160.0,16160.0,6038.0,1568013.288973848,San Francisco-Oakland-Berkeley
2012-05-31,343000.0,353552.5,202.5072324011572,206.5264386899545,127.0,179.0,128.0,73.0,57.0,0.9790217566635566,0.2362204724409448,0.2737430167597765,LA,91355,2012,0.0,0.0,2.0,0.0,8.0,9.0,21.0,2.0,4.0,32104.0,36.8,39386.0,31435.0,12732.0,1706.0,461400.0,17995.0,1603.0,30923.0,30923.0,14988.0,327232.6646415614,Los Angeles-Long Beach-Anaheim
2021-05-31,539900.0,529000.0,307.007786429366,319.6734691061622,32.0,32.0,48.0,16.0,15.5,1.0141174700076072,0.59375,0.0,NY,7023,2021,17.0,0.0,2.0,4.0,53.0,37.0,75.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565275.3390580491,New York-Newark-Jersey City
2013-05-31,327750.0,433000.0,164.9321266968326,163.61875471164262,16.0,23.0,31.0,37.0,89.5,0.9655006182519368,0.0625,0.0869565217391304,DC,20736,2013,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,9264.0,44.1,39785.0,9243.0,3159.0,1363.0,453900.0,5104.0,206.0,9084.0,9084.0,4391.0,392675.0396091368,DC_Metro
2014-06-30,155000.0,119950.0,81.3429865154003,74.08210746435884,6.0,4.0,4.0,2.0,61.5,0.9687118415035249,0.1666666666666666,0.5,SA,78208,2014,3.0,2.0,6.0,1.0,87.0,50.0,120.0,3.0,4.0,3436.0,39.1,12224.0,3313.0,1637.0,602.0,62100.0,1616.0,166.0,3280.0,3280.0,1400.0,64096.91754977297,San Antonio-New Braunfels
2016-08-31,264500.0,499999.0,357.89473684210526,621.0345995894647,8.0,10.0,17.0,19.0,76.0,0.9198729439817772,0.0,0.0,NY,11104,2016,76.0,2.0,40.0,4.0,353.0,450.0,244.0,76.0,79.0,26718.0,37.7,31756.0,26627.0,12349.0,1421.0,396800.0,16215.0,1114.0,25807.0,25807.0,14334.0,599790.1727870353,New York-Newark-Jersey City
2013-10-31,140500.0,149900.0,130.9647120786517,133.7208982181009,32.0,29.0,32.0,37.0,66.5,0.9706122741729984,0.25,0.0344827586206896,RIV,92391,2013,1.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,2335.0,35.9,17768.0,2332.0,1796.0,1154.0,177900.0,883.0,125.0,2257.0,2257.0,699.0,132927.88410485166,Riverside-San Bernardino-Ontario
2020-09-30,313000.0,330000.0,218.07838179519595,231.58899088738693,193.0,223.0,192.0,56.0,10.0,1.0139477625110225,0.5077720207253886,0.6188340807174888,SAC,95823,2020,8.0,1.0,4.0,0.0,76.0,17.0,67.0,7.0,14.0,79440.0,31.4,19714.0,78593.0,25022.0,1164.0,244100.0,35589.0,3558.0,75641.0,75641.0,29524.0,315044.95812852326,Sacramento-Roseville-Folsom
2020-05-31,575000.0,599000.0,282.0821129438364,305.55555555555554,41.0,54.0,56.0,79.0,114.0,0.9760587064582334,0.2195121951219512,0.074074074074074,NY,11780,2020,5.0,0.0,1.0,2.0,53.0,45.0,45.0,3.0,5.0,16099.0,46.1,62933.0,15669.0,6080.0,1932.0,524700.0,8540.0,385.0,15742.0,15742.0,7655.0,556796.2174391197,New York-Newark-Jersey City
2014-10-31,70094.5,97450.0,40.214728774050805,72.96568627450979,8.0,13.0,14.0,18.0,90.5,0.94194501020297,0.125,0.1538461538461538,DAL,75453,2014,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3040.0,43.9,23144.0,3034.0,1437.0,878.0,101200.0,1641.0,285.0,2998.0,2998.0,1309.0,116093.11954527964,Dallas-Fort Worth-Arlington
2020-07-31,179900.0,188750.0,100.06435006435008,103.72919979522588,171.0,221.0,170.0,83.0,34.5,0.991915112150511,0.2923976608187134,0.4841628959276018,SA,78244,2020,6.0,1.0,0.0,0.0,16.0,16.0,29.0,0.0,5.0,30981.0,32.9,24921.0,30967.0,9737.0,1259.0,131700.0,15528.0,916.0,29555.0,29555.0,14125.0,168548.33862373294,San Antonio-New Braunfels
2023-07-31,528000.0,533500.0,246.27417998317912,253.4195762899535,166.0,162.0,168.0,51.0,7.0,1.0087635063128413,0.4578313253012047,0.5802469135802469,DEN,80031,2023,41.0,6.0,2.0,0.0,130.0,125.0,72.0,0.0,22.0,36274.0,40.3,51981.0,36204.0,14987.0,1767.0,482200.0,21582.0,872.0,35446.0,35446.0,16729.0,511510.6090635953,Denver-Aurora-Lakewood
2023-12-31,612000.0,682500.0,373.3006353760161,387.91113913512936,90.0,97.0,112.0,90.0,40.0,0.9790882925307972,0.1444444444444444,0.3505154639175257,PHX,85250,2023,18.0,2.0,4.0,1.0,35.0,135.0,24.0,0.0,14.0,15290.0,48.7,63959.0,15219.0,9909.0,1621.0,465800.0,8870.0,197.0,15030.0,15030.0,6824.0,612686.7576461091,Phoenix-Mesa-Chandler
2016-11-30,165750.0,199900.0,119.3949436317614,122.81941031941032,32.0,34.0,40.0,57.0,93.0,1.000824581806529,0.28125,0.0294117647058823,NY,7503,2016,8.0,1.0,6.0,2.0,56.0,71.0,139.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215721.77541256684,New York-Newark-Jersey City
2019-02-28,195000.0,213700.0,112.73584905660375,114.06969782018898,88.0,109.0,112.0,77.0,27.0,0.9711159709162512,0.125,0.3853211009174312,HOU,77566,2019,0.0,0.0,1.0,1.0,43.0,4.0,13.0,0.0,3.0,29602.0,35.4,41555.0,29460.0,12201.0,1158.0,172100.0,15486.0,717.0,28484.0,28484.0,14215.0,209372.33480885983,Houston-The Woodlands-Sugar Land
2017-01-31,275000.0,299900.0,135.13513513513513,127.55255255255256,27.0,25.0,23.0,36.0,74.0,1.0105632367071795,0.2222222222222222,0.0,RIV,92372,2017,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5763.0,49.1,25638.0,5763.0,2540.0,1154.0,173500.0,2428.0,123.0,5631.0,5631.0,2097.0,212286.652035762,Riverside-San Bernardino-Ontario
2021-11-30,450000.0,493749.5,330.54711246200606,326.250865512948,11.0,17.0,14.0,12.0,84.0,1.0353825102273435,0.6363636363636364,0.2352941176470588,NY,7662,2021,27.0,1.0,4.0,5.0,128.0,88.0,126.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471335.67713886313,New York-Newark-Jersey City
2015-10-31,174000.0,207000.0,86.07142857142857,88.23529411764707,7.0,0.0,1.0,1.0,153.0,0.9688886426165872,0.1428571428571428,0.0,STL,62046,2015,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,750.0,33.7,29520.0,750.0,269.0,826.0,178000.0,399.0,20.0,680.0,680.0,364.0,155075.53530512063,St. Louis
2018-04-30,115000.0,120950.0,87.79761904761905,91.9213265915678,325.0,435.0,389.0,209.0,33.0,0.9655152142598058,0.1538461538461538,0.3862068965517241,TPA,34668,2018,5.0,2.0,2.0,0.0,7.0,7.0,15.0,0.0,7.0,45482.0,45.5,19212.0,45309.0,22867.0,900.0,72100.0,19033.0,1786.0,44000.0,44000.0,16185.0,112511.61372660956,Tampa-St. Petersburg-Clearwater
2017-11-30,65000.0,160000.0,48.61630516080778,175.82417582417582,1.0,1.0,3.0,3.0,30.0,0.9154929577464788,0.0,0.0,HOU,77577,2017,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1304.0,46.0,29746.0,1255.0,742.0,628.0,116500.0,549.0,49.0,1247.0,1247.0,484.0,171419.90834097998,Houston-The Woodlands-Sugar Land
2019-08-31,768500.0,799997.0,476.3067904250122,464.31174154102126,91.0,120.0,138.0,106.0,37.5,0.9918862846398496,0.3296703296703296,0.4166666666666666,LA,92647,2019,6.0,2.0,3.0,4.0,90.0,49.0,74.0,0.0,21.0,62718.0,35.8,35934.0,62358.0,22068.0,1827.0,663600.0,34268.0,1648.0,60127.0,60127.0,30343.0,740116.7239902959,Los Angeles-Long Beach-Anaheim
2022-11-30,441800.0,426900.0,223.7583205325141,219.55503512880563,207.0,201.0,261.0,196.0,42.0,0.9694257879177351,0.1400966183574879,0.2437810945273631,PHX,85339,2022,5.0,0.0,1.0,0.0,31.0,4.0,30.0,0.0,4.0,50260.0,30.8,28373.0,49977.0,14985.0,1693.0,288200.0,23922.0,1329.0,47795.0,47795.0,19685.0,455033.0700176249,Phoenix-Mesa-Chandler
2015-12-31,259900.0,260000.0,129.27270438140005,127.7555910543131,206.0,203.0,149.0,44.0,34.0,1.0053997734449602,0.4805825242718446,0.5714285714285714,DEN,80233,2015,18.0,1.0,3.0,4.0,127.0,47.0,81.0,0.0,16.0,46886.0,34.3,25961.0,46622.0,18154.0,1110.0,185800.0,26344.0,2234.0,44859.0,44859.0,22712.0,253458.18835321392,Denver-Aurora-Lakewood
2012-05-31,392500.0,429900.0,261.45072756460047,258.1727451852306,130.0,145.0,159.0,66.0,15.0,0.9982572305422864,0.3153846153846153,0.2827586206896551,DC,22042,2012,3.0,0.0,6.0,2.0,76.0,34.0,92.0,3.0,13.0,30768.0,37.4,43151.0,30750.0,12322.0,1484.0,439200.0,19309.0,1083.0,29310.0,29310.0,16985.0,376751.93862759793,DC_Metro
2014-03-31,245000.0,324435.5,108.14304179233088,124.60776142622144,115.0,89.0,208.0,273.0,112.5,0.9660410066440936,0.1043478260869565,0.1910112359550561,TPA,33547,2014,0.0,0.0,0.0,0.0,4.0,1.0,12.0,0.0,2.0,21061.0,36.3,33756.0,20895.0,7269.0,1493.0,237500.0,10107.0,809.0,20303.0,20303.0,8568.0,273441.3091755032,Tampa-St. Petersburg-Clearwater
2023-05-31,755000.0,595000.0,316.56408884131656,301.6822532244837,11.0,10.0,6.0,1.0,14.0,1.0341061020516842,0.7272727272727272,0.5999999999999999,NY,7946,2023,8.0,0.0,2.0,0.0,13.0,13.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739215.7249147272,New York-Newark-Jersey City
2013-06-30,145000.0,169900.0,92.7237604636188,93.34131922837584,93.0,104.0,129.0,97.0,29.0,0.9730268331407654,0.1935483870967741,0.125,SA,78216,2013,1.0,1.0,1.0,3.0,27.0,12.0,68.0,0.0,7.0,37759.0,36.3,27587.0,37504.0,20116.0,750.0,151100.0,21639.0,1078.0,36254.0,36254.0,19694.0,142833.48583248683,San Antonio-New Braunfels
2012-10-31,206000.0,194432.5,102.29988052568696,99.8764133876074,71.0,71.0,68.0,55.0,46.0,0.9750405069517634,0.1267605633802816,0.0,MSP,55437,2012,1.0,0.0,0.0,1.0,30.0,3.0,16.0,0.0,2.0,17847.0,46.0,38117.0,17675.0,8233.0,948.0,267500.0,10221.0,674.0,17395.0,17395.0,8634.0,205093.0707635819,Minneapolis-St. Paul-Bloomington
2019-04-30,587000.0,619500.0,361.7886178861789,352.7979407131246,59.0,81.0,90.0,18.0,8.0,1.0198744065196297,0.5254237288135593,0.7530864197530864,BOS,2176,2019,33.0,0.0,2.0,0.0,115.0,145.0,72.0,8.0,13.0,28116.0,39.6,52682.0,27860.0,11691.0,1362.0,508700.0,16751.0,463.0,26983.0,26983.0,15394.0,624789.3175233636,Boston-Cambridge-Newton
2016-07-31,245500.0,319450.0,179.07692307692307,228.8333333333333,52.0,51.0,42.0,51.0,62.5,0.9675169798590098,0.1923076923076923,0.0,NY,11742,2016,0.0,0.0,0.0,0.0,4.0,17.0,31.0,2.0,5.0,13164.0,40.3,37447.0,13154.0,4660.0,1700.0,334500.0,7309.0,502.0,12725.0,12725.0,6486.0,363017.8022555301,New York-Newark-Jersey City
2020-10-31,297250.0,319888.0,150.57442550623978,180.7017543859649,14.0,20.0,13.0,13.0,72.0,0.9717605859970856,0.1428571428571428,0.2,DAL,76225,2020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2857.0,36.4,33210.0,2849.0,1197.0,796.0,181700.0,1489.0,26.0,2787.0,2787.0,1270.0,258157.8752733837,Dallas-Fort Worth-Arlington
2016-07-31,166500.0,187350.0,196.8944099378882,203.31905781584584,45.0,44.0,43.0,39.0,56.5,0.982546033856586,0.2,0.3636363636363636,MSP,55101,2016,10.0,0.0,6.0,4.0,74.0,86.0,22.0,9.0,18.0,6786.0,35.7,35668.0,6421.0,4423.0,1019.0,148400.0,4208.0,265.0,6571.0,6571.0,3590.0,148511.83505796568,Minneapolis-St. Paul-Bloomington
2012-07-31,752750.0,787000.0,343.0721558211598,407.4169529770496,98.0,85.0,132.0,207.0,80.5,0.9457179078333952,0.0918367346938775,0.0117647058823529,NY,11050,2012,0.0,0.0,3.0,0.0,22.0,0.0,42.0,1.0,1.0,30197.0,42.0,58925.0,30006.0,11685.0,1813.0,762500.0,15695.0,1293.0,29298.0,29298.0,13224.0,763742.2635320108,New York-Newark-Jersey City
2016-03-31,215000.0,231250.0,116.49755730928224,123.58342634491868,263.0,372.0,370.0,367.0,68.0,0.984583949902208,0.1787072243346007,0.3978494623655913,LV,89129,2016,4.0,0.0,8.0,0.0,31.0,13.0,54.0,0.0,8.0,53137.0,38.5,30409.0,52839.0,21114.0,1163.0,199200.0,28837.0,2218.0,51455.0,51455.0,25103.0,221641.3819870256,Las Vegas-Henderson-Paradise
2014-01-31,51500.0,62500.0,38.42464009628293,44.699872286079184,29.0,29.0,38.0,66.0,129.0,0.938986869282348,0.2413793103448276,0.0344827586206896,CIN,41016,2014,10.0,4.0,13.0,3.0,103.0,32.0,82.0,1.0,6.0,5832.0,35.7,24884.0,5789.0,2930.0,692.0,107800.0,3217.0,472.0,5688.0,5688.0,2609.0,81299.98106665764,Cincinnati
2016-01-31,72000.0,84900.0,51.05378833825522,55.902733528737095,115.0,123.0,105.0,216.0,109.5,0.9343411891632571,0.0956521739130434,0.2195121951219512,CIN,45211,2016,9.0,1.0,3.0,0.0,42.0,15.0,56.0,0.0,6.0,37692.0,35.7,22195.0,37111.0,18665.0,646.0,103300.0,19816.0,2948.0,35808.0,35808.0,16241.0,86557.5534562914,Cincinnati
2020-09-30,250000.0,260000.0,197.4921630094044,205.5555555555556,111.0,128.0,123.0,50.0,23.5,0.980471443247028,0.2342342342342342,0.53125,PHL,19152,2020,29.0,2.0,7.0,0.0,57.0,47.0,73.0,10.0,22.0,36379.0,40.6,25137.0,35187.0,13454.0,960.0,193900.0,17116.0,1039.0,34860.0,34860.0,15178.0,257656.82170929085,Philadelphia-Camden-Wilmington
2017-07-31,60100.0,133449.5,53.6128456735058,70.21970072570645,11.0,0.0,14.0,28.0,86.0,0.9729585534351094,0.1818181818181818,0.0588235294117647,CLT,28159,2017,2.0,0.0,1.0,0.0,25.0,14.0,13.0,2.0,2.0,3007.0,37.0,17503.0,2920.0,1377.0,705.0,97300.0,1264.0,122.0,2838.0,2838.0,1072.0,81699.68730042111,Charlotte-Concord-Gastonia
2019-11-30,199900.0,199900.0,132.4067599067599,129.55555555555554,61.0,69.0,67.0,39.0,34.0,0.9895142889611832,0.2622950819672131,0.4927536231884058,PHL,19804,2019,13.0,2.0,4.0,1.0,38.0,31.0,15.0,1.0,7.0,17453.0,39.8,28790.0,17324.0,7523.0,1122.0,194200.0,9586.0,806.0,17007.0,17007.0,8337.0,186464.77398047844,Philadelphia-Camden-Wilmington
2019-12-31,795000.0,782500.0,382.76959645911313,402.51960947352376,44.0,39.0,26.0,8.0,25.0,0.9924945396916616,0.3409090909090908,0.3846153846153846,SF,94517,2019,4.0,0.0,0.0,0.0,25.0,9.0,13.0,0.0,4.0,13476.0,45.5,62039.0,13388.0,4982.0,2227.0,698300.0,6749.0,307.0,13102.0,13102.0,5579.0,797501.4444474032,San Francisco-Oakland-Berkeley
2015-02-28,110500.0,130500.0,58.03777061262091,71.8032862889804,25.0,23.0,28.0,39.0,113.0,0.9640547454865068,0.08,0.0,TPA,34614,2015,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6607.0,43.6,19492.0,6607.0,2933.0,1136.0,112900.0,2633.0,352.0,6372.0,6372.0,2213.0,127574.30805910338,Tampa-St. Petersburg-Clearwater
2023-01-31,382500.0,383750.0,231.558446831713,244.7089947089947,40.0,49.0,40.0,47.0,60.0,0.9648003536654788,0.1,0.2857142857142857,CHI,60304,2023,46.0,1.0,10.0,0.0,162.0,94.0,168.0,23.0,33.0,17564.0,39.0,61892.0,17538.0,6881.0,1255.0,445400.0,9543.0,479.0,17044.0,17044.0,7140.0,415049.4425824816,Chicago-Naperville-Elgin
2020-05-31,170000.0,150000.0,95.66115702479338,89.78675645342312,29.0,30.0,33.0,36.0,96.0,0.943433841898159,0.1724137931034482,0.4666666666666666,ATL,30204,2020,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,1.0,13151.0,36.8,20724.0,11928.0,5341.0,685.0,141500.0,5380.0,510.0,12888.0,12888.0,4682.0,143699.0581586239,Atlanta-Sandy Springs-Alpharetta
2019-04-30,150000.0,239500.0,134.9206349206349,180.11921296296296,11.0,15.0,25.0,23.0,48.0,0.9235194302933306,0.0,0.2666666666666666,NY,8740,2019,5.0,0.0,0.0,0.0,10.0,9.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213768.97274793137,New York-Newark-Jersey City
2021-01-31,192500.0,144900.0,115.68214885130128,69.43117672600955,4.0,0.0,3.0,2.0,62.0,0.976090634907858,0.0,0.5,STL,63068,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5685.0,37.4,28848.0,5580.0,2399.0,721.0,183900.0,2787.0,122.0,5425.0,5425.0,2563.0,202729.7875838636,St. Louis
2020-11-30,827500.0,599900.0,984.9083503054987,1038.632986627043,14.0,20.0,37.0,42.0,40.0,0.9870027367014924,0.2142857142857142,0.25,BOS,2215,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25770.0,21.8,29238.0,13336.0,8860.0,1991.0,544100.0,14731.0,1242.0,25675.0,25675.0,12730.0,620810.6563720955,Boston-Cambridge-Newton
2015-10-31,142000.0,97400.0,99.35614962788875,89.28571428571429,45.0,0.0,60.0,80.0,78.0,0.9503472251054697,0.1333333333333333,0.0677966101694915,STL,63112,2015,8.0,0.0,16.0,0.0,68.0,112.0,84.0,16.0,12.0,20185.0,31.4,21208.0,19925.0,11770.0,758.0,146000.0,9873.0,1760.0,19275.0,19275.0,7535.0,103999.50690858428,St. Louis
2019-07-31,399000.0,413500.0,134.3201754385965,129.51215562318916,33.0,23.0,26.0,24.0,30.0,0.984510556793515,0.2121212121212121,0.3478260869565217,PHL,8056,2019,4.0,0.0,0.0,0.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355339.6166732051,Philadelphia-Camden-Wilmington
2020-12-31,289000.0,350000.0,145.29914529914527,151.17826617826617,9.0,0.0,10.0,9.0,65.0,0.977538023071694,0.2222222222222222,0.5714285714285714,STL,62281,2020,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2856.0,33.5,43277.0,2853.0,1076.0,1125.0,205300.0,1504.0,42.0,2654.0,2654.0,1347.0,254729.8476524857,St. Louis
2012-12-31,295000.0,339900.0,184.60441910192444,174.6249444656004,49.0,49.0,31.0,95.0,117.0,0.952718637595248,0.1020408163265306,0.0,NY,11741,2012,0.0,0.0,0.0,0.0,2.0,0.0,38.0,2.0,1.0,27551.0,40.4,35899.0,27448.0,9799.0,1643.0,384900.0,15412.0,926.0,26956.0,26956.0,13810.0,335108.1559033722,New York-Newark-Jersey City
2012-05-31,360000.0,689000.0,239.1891891891892,282.3076923076923,3.0,4.0,5.0,5.0,191.0,1.0014289652130766,0.3333333333333333,0.5,SF,94973,2012,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1549.0,47.5,42258.0,1549.0,588.0,2001.0,745600.0,843.0,27.0,1512.0,1512.0,701.0,452008.0670780751,San Francisco-Oakland-Berkeley
2012-11-30,247500.0,276950.0,122.80701754385964,130.22337037376138,145.0,128.0,122.0,58.0,23.0,0.9807206980217616,0.1379310344827586,0.3515625,DEN,80112,2012,19.0,0.0,4.0,4.0,55.0,79.0,42.0,6.0,12.0,27790.0,35.7,42395.0,26755.0,11867.0,1081.0,307300.0,16649.0,768.0,26894.0,26894.0,14400.0,285528.77370450035,Denver-Aurora-Lakewood
2017-08-31,157000.0,140600.0,94.01376814345188,113.26530612244898,28.0,31.0,35.0,42.0,93.5,1.0060119543563335,0.3571428571428571,0.032258064516129,RIV,92356,2017,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,5995.0,46.2,17493.0,5975.0,3304.0,713.0,105200.0,2028.0,418.0,5900.0,5900.0,1381.0,131930.85900870472,Riverside-San Bernardino-Ontario
2012-10-31,389000.0,450000.0,213.0,190.31123514819168,20.0,16.0,22.0,53.0,101.0,0.953361052178612,0.1,0.0,BWI,21032,2012,5.0,0.0,2.0,0.0,8.0,2.0,23.0,0.0,1.0,8349.0,44.3,53688.0,8204.0,3358.0,1544.0,490200.0,4421.0,190.0,8093.0,8093.0,3907.0,416709.4255171027,Baltimore-Columbia-Towson
